583;ALSTON Jon P.
584;AMARA Roy
585;BOGART Leo
586;FAST-CEE
587;MOUSLI Marc
588;LONGMANN Philipp
589;BONNAFÉ Dominique
590;BOITEUX Marcel
591;WACK Pierre
592;JALLADE Jean-Pierre
593;FESTY Patrick
594;WELLS Herbert George
595;BERGER Gaston
596;DRANCOURT Michel
597;BURCKLEN Jean-Philippe
598;KAPLAN Marie-Christiane
599;MILANO Serge
600;FEILLET Pierre
601;PRÉEL Bernard
602;ENGLISH Maurice
603;NAHON Georges
604;SEDDON Joanna
605;LANVIN Bruno
606;MACAROV David
607;GRAS Alain
608;GIRAUD Pierre-Noël
609;LAUNOIS Robert
610;CHARPY Christian
611;BEAUPERE Jacques
612;IGLESIAS Enrique
613;GURVIEZ Jean-Joël
614;VAN PARIJS Philippe
615;PFLIEGER Sylvie
616;PADIOLEAU Jean-Gustave
617;GUILLOU Bernard
618;CARSALADE Yves
619;SAUVAGE Patrice
620;HOUILLON Michel
621;WHEELER Joseph
622;ATLAN Henri
623;KANARI Fumio
624;PALLE Sébastien
625;CHERKAOUI Abdelmalek
626;GALLAND Olivier
627;EIZNER Nicole
628;LÉGARÉ Jacques
629;MARCIL-GRATTON Nicole
630;ÉCALLE François
631;BELLOY Valérie de
632;MOSKOS Charles C.
633;BOENE Bernard
634;DUMONT Luc
635;ROUSTANG Guy
636;DATA RESOURCES INC.
637;NIHON KEIZAI SHIMBUN
638;DEBARLE Aude
639;PERCHE Gaston
640;THAPAR Romesh
641;DARMON Dominique
642;MAZAS Catherine
643;SANTINI Jean-Jacques
644;ROBERT Jean
645;CLARKE Robert
646;CHENG Hang Sheng
647;GALVAIRE Marie-Laure
648;BELLOC Bernard
649;KLAUDER Wolfgang
650;MILLER Morris
651;FRAGNIÈRE Gabriel
652;IPECODE
653;BEAU Jean-Louis
654;SIROËN Jean-Marc
655;SUPIOT Claudine
656;HATEM Fabrice
657;DRUCKER Peter
658;LÉVY Hélène
659;COMOLET Arnaud
660;PLATT John
661;OMS (Organisation mondiale de la santé)
662;ALBA Paul
663;BOUCHE Michel
664;PLAUCHU Vincent
665;RETOUR Didier
666;DE BRABANDERE Luc
667;BOISANGER Pierre de
668;LI Poxi
669;WANG Huijiong
670;COLLETTE Jean-Michel
671;Drouin Pierre
672;BELL Daniel
673;GRIGNON Michel
674;LENOIR René
675;VAUDOUR-FAGUET Bernard
676;GARCIN Thierry
677;MARTIN Jean-Marie
678;LUSSATO Bruno
679;RIBOUD Antoine
680;GAULT Michel
681;DUMONT René
682;PASSERON Hervé
683;Bourcier de Carbon Philippe
684;SCHMÉDER Geneviève
685;BAQUIAST Jean-Paul
686;GUITTON Henri
687;RAGU Denise
688;SCHNEIDER Bertrand
689;MAHONEY Thomas H.D.
690;JONES James R.
691;DESCHAMPS Louis
692;KLEBANER Patrick
693;OFFREDI Claudine
694;GRELL Paul
695;BROUCKER Patrice de
696;CAMPBELL John
697;GAHR STORE Jonas
698;REUTER Edzard
699;HERZOG Colette
700;UNAL Deniz
701;JAPON ÉCONOMIE
702;CHASSARD Yves
703;CONCIALDI Pierre
704;LATTRE Anne de
705;GADREY Jean
706;CERTAINES Jacques de
707;RONOT Xavier
708;MERLIN Albert
709;BERNARD Jean
710;ARRHENIUS Svante
711;PARKER Édouard
712;MITTERRAND François
713;HUBERT Patrick
714;FOURASTIÉ Jacqueline
715;FOURASTIÉ Jean
716;PARIBAS
717;CARACA Joao
718;BATTIAU Michel
719;FAUCHARD Liam
720;RAMADE François
721;BRAUN Hélène
722;VIGNERON Jacques
723;RAMAIN Patrice
724;RUELLAN Rolande
725;TOKAI BANK
726;TAZIEFF Haroun
727;GAULLIER Xavier
728;GIGET Marc
729;KAELBLE Hartmut
730;GABAS Jean-Jacques
731;COREA Gamani
732;OLLIVIER Bernard
733;BRESSON Yoland
734;ORGOGOZO Isabelle
735;BEN JELLOUN Tahar
736;MURS
737;DEVELLE Michel
738;GABARAIN Éléonore
739;DINAND Jean-Michel
740;VERMOT-DESROCHES Bernard
741;BELLIN Sylvie
742;VILLAIN Rachel
743;CHAPUY Pierre
744;LOUINEAU Yves
745;MIRENOWICZ Philippe
746;BÉNEY Guy
747;MOLINA Stefano
748;ROUMANS Guido
749;WATTELAR Christine
750;QUINET Émile
751;REYNAUD Christian
752;PARIENTI Raoul
753;FRYBOURG Michel
754;SOULAS Claude
755;BIEBER Alain
756;LASSERRE René
757;PARÉ Claude
758;GOUNTIONTOV Pavel
759;MARCHAND Olivier
760;CORNILLEAU Gérard
761;MARIONI Pierre
762;ROGUET Brigitte
763;SOWELS Nicolas
764;DUTAILLY Jean-Claude
765;LONE Salim
766;CROSNIER Marie-Agnès
767;TENZER Nicolas
768;CALVI Gabriele
769;IWAO Nakatani
770;ARNAUD Gilles
771;LEPRINCE Frédérique
772;WATANABE Toshio
773;SEIBEL Claude
774;BONNET Marc
775;WEILL Michel
776;LOINGER Guy 
777;MOREAU DEFARGES Philippe 
;
778;MÉRAUD Jacques
779;LECOMTE Jacques
780;MOREL Bernard
781;ZIMMERMANN Jean-Benoît
782;GAUDEMAR Jean-Paul de
783;GENTRIC Bernard
784;Leclerc Patrice
785;DOMENACH Jean-Luc
786;PRESSAT Roland
787;LERIDON Henri
788;NAOURI Aldo
789;TANAKA Kazuto
790;COMMAILLE Jacques
791;BÉLORGEY Jean-Michel
792;BERQUE Jacques
793;ROCHAS Michel
794;SERVOISE René
795;DANY Françoise
796;LIVIAN Yves-Frédéric
797;MASSICOTTE Guy
798;BARRAQUÉ Bernard
799;ROBINE Jean-Marie
800;DEIMEZIS Nikitas
801;GHORRA-GOBIN Cynthia
802;BÉRIOT Louis
803;PESSIS-PASTERNAK Guitta
804;CHESNAIS Jean-Claude
805;ZALESKI Eugène
806;RALPH MacNULTY Christine A.
807;CHRISTIE Ian
808;PIORUNSKI Richard
809;Malpede Diana
810;FOUQUIN Michel
811;LEGENDRE Bernard
812;BOLLE DE BAL Marcel
813;MABILLE Xavier
814;LUTZ Christian
815;MERQUIOR José Guilherme
816;JAGUARIBE Hélio
817;VASCONCELOS Luis
818;BOUYER Jacques
819;LORENTZ Francis
820;HUMBERT Marc
821;VINCENT Brigitte
822;ARELLANO Rolando
823;GASSE Yvon
824;VERNA Gérard
825;DELCOURT Jacques
826;TADDEI Dominique
827;SÉGUÉLA Jacques
828;BOULIN Jean-Yves
829;PÉTRIAT Jean-Louis
830;ANXO Dominique
831;PLASMAN Robert
832;BOSCH Gerhard
833;BLYTON Paul
834;HIPPO Yasuyuki
835;ROSENBERG Sam
836;TREMBLAY Diane Gabrielle
837;SAVOINI Carlo
838;LALLEMENT Michel
839;DUMAZEDIER Joffre
840;KAYSER Bernard
841;MAIGNAN Georges
842;VALLAT François
843;VILLIERS Jacques
844;BERTRAND Olivier
845;EMMERIJ Louis
846;FEUER Guy
847;FOSSI Giulio
848;HUGON Philippe
849;WALL Tim
850;BARBER Benjamin R.
851;SAINTENY Guillaume
852;STÉFANICA Jean-Grégoire
853;REDAY-MULVEY Geneviève
854;POSTEL-VINAY André
855;GIRI Jacques
856;MICHEL Alain
857;BRUNHES Bernard
858;BARTHÉLÉMY Jacques
859;CETTE Gilbert
860;COMBIER Jérôme
861;CUNEO Philippe
862;CAZES Gilles
863;CHARVET Jean-Paul
864;COULOMB Pierre
865;DELORME Hélène
866;PADILLA Martine
867;TRINE Jacques-André
868;HART Albert
869;NORTHCOTT Jim
870;DE FILIPPIS Vittorio
871;ELETA Roxana
872;HÉRON Antoine
873;LAURÉ Maurice
874;SCHWARTZ Peter
875;FOURMANN Emmanuel
876;LOMBARD Laurence
877;TRESMONTANT Raphaël
878;ROCHEFORT Robert
879;HANCOCK David
880;THOMAS Olivier
881;DANIEL Jean-Pierre
882;ROUSSEL Véronique
883;SALAIS Jacques
884;MAILLARD Didier
885;NADEL Henri
886;WYSS Hans
887;OULD AOUDIA Jacques
888;ARTHUIS Jean
889;NIVAT Dominique
890;PAQUIER Olivier
891;MORIN Jean-Pierre
892;CHEYSSON Claude
893;Riffault Hélène
894;PORTNOFF André-Yves
895;POURSIN Jean-Marie
896;RICHÉ Philippe
897;FISCH Jean-Marie
898;RIPOLL René-François
899;KOPP Pierre
900;LABROUSSE Alain
901;SALAMA Pierre
902;KOZEL Nicholas
903;LAMBERT Elizabeth
904;EHRENBERG Alain
905;OGIEN Albert
906;TRAUTMANN Catherine
907;NADELMANN Ethan
908;GAUTIÉ Jérôme
909;RAUX Jean-François
910;SCHOETTL Jean-Marc
911;SEURAT Richard
912;REYNAUD Emmanuel
913;QUINET Alain
914;TIEN DUC Nguyen
915;KOSTOPOULOU Maria
916;CRIQUI Patrick
917;APPERT Olivier
918;CUSSAGUET Pierre-Marie
919;DESSUS Benjamin
920;BONDUELLE Antoine
921;RADANNE Pierre
922;MOISAN François
923;NADAI Alain
924;MARTIN Yves
925;ZAGAMÉ Paul
926;LALLEMENT Rémi
927;PICHT Robert
928;MATHEWS Georges
929;FLICHY Patrice
930;DALLOZ Xavier
931;MOORE Matthew
932;BRESSAND Albert
933;DISTLER Catherine
934;TRICHET Jean-Claude
935;PADOA-SCHIOPPA Tommaso
936;RICHARD Pierre
937;CARPENTIER Pierre-André
938;GOUX-BAUDIMENT Fabienne
939;LÉVY Michel Louis
940;KAISERGRUBER Danielle
941;COATES Joseph
942;CDU-CSU
943;BONNAURE Pierre
944;GÉLINIER Octave
945;BÉCHU Nathalie
946;CHEVALLIER Éric
947;HASSOUN Judith
948;KADDAR Miloud
949;POMMIER Jeanine
950;SERVOISE Olivier
951;LEHNDORFF Steffen
952;HEDDEBAUT Odile
953;JOIGNAUX Guy
