865;GODET Michel;142;745
866;VULPIAN Alain (de);367;746
867;MAÏSSEU André;510;747
868;LE MUET Jacques;511;748
869;NULL;14;NULL
870;NULL;14;NULL
871;HESSEL Stéphane;512;751
872;NERFIN Marc;513;752
873;NULL;14;NULL
874;CATY Gilbert-François;130;754
875;UNGERER Herbert;514;754
876;KUENSTLER Peter;515;755
877;NULL;14;NULL
878;NULL;14;NULL
879;NULL;14;NULL
880;NULL;14;NULL
881;MAGNAVAL Robert;516;760
882;BENOIT-GUILBOT Odile;517;761
883;INSEE (Institut national de la statistique et des études économiques);195;762
884;BIT (Bureau international du travail);482;763
885;BUREAU INTERNATIONAL DU TRAVAIL;483;763
886;BOUNFOUR Ahmed;518;764
887;NULL;14;NULL
888;NULL;14;NULL
889;FUTURIBLES INTERNATIONAL;45;767
890;DELORS Jacques;519;768
891;'CRÉDOC (Centre de recherche pour l''étude et l''observation des conditions de vie)';411;769
892;FORSÉ Michel;409;770
893;BERTIER Étienne;520;771
894;DAMIEN Arnaud;521;772
895;TABAH Léon;522;773
896;KODJO Edem;523;774
897;NULL;14;NULL
898;NULL;14;NULL
899;MÉALLIER André;524;777
900;KHADER Bichara;525;778
901;LANDIER Hubert;526;779
902;ALTER Norbert;527;780
903;CATY Gilbert-François;130;781
904;NULL;14;NULL
905;NULL;14;NULL
906;JOUVENEL Hugues (de);180;784
907;RATIER-COUTROT Laurence;528;784
908;PARANT Alain;144;785
909;CALOT Gérard;440;786
910;GUILLEMARD Anne-Marie;529;787
911;PAILLAT Paul;442;788
912;KARASEK I.;530;789
913;MARTINAGGI P.;531;789
914;PITROU Agnès;165;790
915;BORKOWSKI Jean-Louis;532;791
916;CANCEILL Geneviève;533;792
917;'CRÉDOC (Centre de recherche pour l''étude et l''observation des conditions de vie)';411;793
918;COLVEZ Alain;534;794
919;MIZRAHI Andrée;535;795
920;MIZRAHI Arié;536;795
921;MENNESSIER Denis;537;796
922;SEBAG-LANOE Andrée;538;797
923;NULL;14;NULL
924;AVEROUS Christian;539;799
925;NULL;14;NULL
926;AVIAM Alexandre;540;801
927;POUTREL Jean-Marie;541;801
928;BARRÉ Rémi;311;802
929;ANTOINE Serge;61;803
930;BURNS David;542;804
931;TÉNIERE-BUCHOT Pierre-Frédéric;37;805
932;LALONDE Brice;543;806
933;FIETKAU Hans-Joachim;544;807
934;CORNELIUS Peter;545;808
935;MALUNAT Berndt Michael;546;808
936;MAYER-TASH Peter;547;808
937;BECHMANN Roland;381;809
938;WEBER Beate;548;810
939;BOMBARD Alain;549;811
940;ELKINGTON John;550;812
941;NULL;14;NULL
942;NULL;14;NULL
943;GUILLEMIN Claude;23;815
944;VOGE Jean;551;816
945;NULL;14;NULL
946;SOUPIZET Jean-François;552;818
947;JACQUARD Albert;93;819
948;DUQUESNE Jean;553;820
949;NULL;14;NULL
950;NULL;14;NULL
951;GODET Michel;142;823
952;CROZIER Michel;554;824
953;SÉRIEYX Hervé;555;825
954;DURAND Thomas;556;826
955;DUBOIS Paul;224;827
956;LECOIN Jean-Pierre;557;828
957;PIGANIOL Pierre;558;829
958;RATIER-COUTROT Laurence;528;830
959;NULL;14;NULL
960;NULL;14;NULL
961;NULL;14;NULL
962;EUZÉBY Alain;559;834
963;PERRIN Guy;560;835
964;MOUTON Pierre;561;836
965;LAURENT André;562;837
966;LYNES Tony;563;838
967;SAINT-JOURS Yves;564;839
968;FRANSMAN Léo;565;840
969;DURAN HERAS Almudena;566;841
970;GONZALEZ-SANCHO LOPEZ Emilio;567;841
971;IGL Gerhard;568;842
972;DUMONT Jean-Pierre;569;843
973;EUZÉBY Alain;559;844
974;GRANRUT Charles (du);570;845
975;ROSNAY Joël (de);571;845
976;NULL;14;NULL
977;NULL;14;NULL
978;MIZRAHI Jean;572;848
979;BLANC Yves;573;849
980;CLERC Denis;574;849
981;GIROIRE Jacques;575;850
982;GASPARD Michel;576;851
983;LECAUCHOIS Jean;577;852
984;RATIER-COUTROT Laurence;528;853
985;NULL;14;NULL
986;NULL;14;NULL
987;NULL;14;NULL
988;THOENIG Jean-Claude;578;857
989;BEST Fred J.;579;858
990;GRANRUT Charles (du);570;859
991;ANTOINE Jacques;495;860
992;PROTARD Olivier;505;861
993;NULL;14;NULL
994;NULL;14;NULL
995;GREEN David;580;864
996;FREEMAN Christopher;581;865
997;GERSHUNY Jonathan;582;866
998;ALSTON Jon P.;583;867
999;AMARA Roy;584;868
1000;DROR Yehezkel;21;869
1001;PROTARD Olivier;505;870
1002;NULL;14;NULL
1003;NULL;14;NULL
1004;DANZIN André;240;873
1005;BOGART Leo;585;874
1006;FALQUE Max;131;875
1007;NULL;14;NULL
1008;FAST-CEE;586;877
1009;NULL;14;NULL
1010;NULL;14;NULL
1011;MOUSLI Marc;587;880
1012;LONGMANN Philipp;588;881
1013;EUZÉBY Chantal;501;882
1014;BONNAFÉ Dominique;589;883
1015;DANZIN André;240;884
1016;POQUET Guy;39;885
1017;BOITEUX Marcel;590;886
1018;GUILLEMIN Claude;23;886
1019;NULL;14;NULL
1020;NULL;14;NULL
1021;WACK Pierre;591;889
1022;MARCHETTI Cesare;203;890
1023;JALLADE Jean-Pierre;592;891
1024;FESTY Patrick;593;892
1025;ALTER Norbert;527;893
1026;NULL;14;NULL
1027;NULL;14;NULL
1028;JOUVENEL Hugues (de);180;896
1029;COLLECTIF;502;897
1030;DANZIN André;240;898
1031;ANTOINE Jacques;495;899
1032;JOUVENEL Hugues (de);180;900
1033;LESOURNE Jacques;156;901
1034;ELMANDJRA Mahdi;238;902
1035;PETRELLA Riccardo;206;903
1036;ANTOINE Serge;61;904
1037;WELLS Herbert George;594;905
1038;JOUVENEL Bertrand (de);1;906
1039;BERGER Gaston;595;907
1040;DRANCOURT Michel;596;908
1041;NULL;14;NULL
1042;NULL;14;NULL
1043;BURCKLEN Jean-Philippe;597;911
1044;KAPLAN Marie-Christiane;598;911
1045;TÉNIERE-BUCHOT Pierre-Frédéric;37;912
1046;NULL;14;NULL
1047;MILANO Serge;599;914
1048;GORZ André;351;915
1049;LAGADEC Patrick;63;916
1050;NULL;14;NULL
1051;NULL;14;NULL
1052;NULL;14;NULL
1053;LEBEAU André;277;920
1054;FEILLET Pierre;600;921
1055;PRÉEL Bernard;601;922
1056;NULL;14;NULL
1057;NULL;14;NULL
1058;MIZRAHI Jean;572;925
1059;ENGLISH Maurice;602;926
1060;NAHON Georges;603;927
1061;ANCELIN Claire;469;928
1062;SEDDON Joanna;604;929
1063;LANVIN Bruno;605;930
1064;NULL;14;NULL
1065;NULL;14;NULL
1066;ELMANDJRA Mahdi;238;933
1067;MACAROV David;606;934
1068;GRAS Alain;607;935
1069;LONGMANN Philipp;588;936
1070;NULL;14;NULL
1071;NULL;14;NULL
1072;NULL;14;NULL
1073;GIRAUD Pierre-Noël;608;940
1074;LAUNOIS Robert;609;940
1075;CHARPY Christian;610;941
1076;BEAUPERE Jacques;611;942
1077;MENDRAS Henri;68;943
1078;IGLESIAS Enrique;612;944
1079;NULL;14;NULL
1080;NULL;14;NULL
1081;NULL;14;NULL
1082;CARRON Alain-Marie;8;948
1083;GURVIEZ Jean-Joël;613;949
1084;VAN PARIJS Philippe;614;950
1085;LE DIBERDER Alain;509;951
1086;PFLIEGER Sylvie;615;951
1087;PADIOLEAU Jean-Gustave;616;952
1088;GUILLOU Bernard;617;952
1089;GODET Michel;142;953
1090;NULL;14;NULL
1091;NULL;14;NULL
1092;CARSALADE Yves;618;956
1093;SAUVAGE Patrice;619;957
1094;NULL;14;NULL
1095;HOUILLON Michel;620;959
1096;CHARPY Christian;610;960
1097;POQUET Guy;39;961
1098;WHEELER Joseph;621;962
1099;RATIER-COUTROT Laurence;528;963
1100;NULL;14;NULL
1101;NULL;14;NULL
1102;JOUVENEL Bertrand (de);1;966
1103;ATLAN Henri;622;967
1104;KANARI Fumio;623;968
1105;PALLE Sébastien;624;969
1106;CHERKAOUI Abdelmalek;625;970
1107;TOULEMON Robert;236;971
1108;NULL;14;NULL
1109;NULL;14;NULL
1110;AZNAR Guy;327;974
1111;ROBIN Jacques;356;975
1112;GALLAND Olivier;626;976
1113;EIZNER Nicole;627;977
1114;NULL;14;NULL
1115;NULL;14;NULL
1116;NULL;14;NULL
1117;LÉGARÉ Jacques;628;981
1118;MARCIL-GRATTON Nicole;629;981
1119;PARANT Alain;144;982
1120;PETRELLA Riccardo;206;983
1121;ÉCALLE François;630;984
1122;BELLOY Valérie de;631;985
1123;PARANT Alain;144;986
1124;NULL;14;NULL
1125;NULL;14;NULL
1126;DERIAN Jean-Claude;17;989
1127;MOSKOS Charles C.;632;990
1128;BOENE Bernard;633;991
1129;DUMONT Luc;634;992
1130;ELMANDJRA Mahdi;238;993
1131;NULL;14;NULL
1132;NULL;14;NULL
1133;ROUSTANG Guy;635;996
1134;GODET Michel;142;997
1135;NULL;14;NULL
1136;DATA RESOURCES INC.;636;999
1137;NIHON KEIZAI SHIMBUN;637;999
1138;DERIAN Jean-Claude;17;1000
1139;DEBARLE Aude;638;1001
1140;PERCHE Gaston;639;1002
1141;NULL;14;NULL
1142;NULL;14;NULL
1143;THAPAR Romesh;640;1005
1144;DARMON Dominique;641;1006
1145;LEBART Ludovic;301;1007
1146;MAZAS Catherine;642;1008
1147;SANTINI Jean-Jacques;643;1008
1148;ROBERT Jean;644;1009
1149;CLARKE Robert;645;1010
1150;NULL;14;NULL
1151;NULL;14;NULL
1152;GASPARD Michel;576;1013
1153;CHENG Hang Sheng;646;1014
1154;GALVAIRE Marie-Laure;647;1015
1155;BELLOC Bernard;648;1016
1156;RATIER-COUTROT Laurence;528;1016
1157;PIGANIOL Pierre;558;1017
1158;KLAUDER Wolfgang;649;1018
1159;NULL;14;NULL
1160;NULL;14;NULL
1161;NULL;14;NULL
1162;NULL;14;NULL
1163;MILLER Morris;650;1023
1164;ELMANDJRA Mahdi;238;1024
1165;FRAGNIÈRE Gabriel;651;1025
1166;IPECODE;652;1026
1167;BEAU Jean-Louis;653;1027
1168;NULL;14;NULL
1169;NULL;14;NULL
1170;SIROËN Jean-Marc;654;1030
1171;BERTRAND René;363;1031
1172;SUPIOT Claudine;655;1032
1173;HATEM Fabrice;656;1033
1174;NULL;14;NULL
1175;NULL;14;NULL
1176;NULL;14;NULL
1177;DRUCKER Peter;657;1037
1178;NULL;14;NULL
1179;COMMISSION DES COMMUNAUTÉS EUROPÉENNES;204;1039
1180;AZNAR Guy;327;1040
1181;NULL;14;NULL
1182;LÉVY Hélène;658;1042
1183;NULL;14;NULL
1184;NULL;14;NULL
1185;COMOLET Arnaud;659;1045
1186;PLATT John;660;1046
1187;OMS (Organisation mondiale de la santé);661;1047
1188;GODET Michel;142;1048
1189;ALBA Paul;662;1049
1190;NULL;14;NULL
1191;NULL;14;NULL
1192;BOUCHE Michel;663;1052
1193;PLAUCHU Vincent;664;1052
1194;RETOUR Didier;665;1052
1195;ANTOINE Serge;61;1053
1196;HUCHET Isabelle;491;1054
1197;SAINT-GEOURS Jean;76;1055
1198;DE BRABANDERE Luc;666;1056
1199;BOISANGER Pierre de;667;1057
1200;NULL;14;NULL
1201;LALONDE Brice;543;1059
1202;SACHS Ignacy;225;1059
1203;NULL;14;NULL
1204;LI Poxi;668;1061
1205;WANG Huijiong;669;1061
1206;COLLETTE Jean-Michel;670;1062
1207;COMMISSION DES COMMUNAUTÉS EUROPÉENNES;204;1063
1208;NULL;14;NULL
1209;AZNAR Guy;327;1065
1210;NULL;14;NULL
1211;NULL;14;NULL
1212;ELMANDJRA Mahdi;238;1068
1213;KLATZMANN Joseph;212;1069
1214;Drouin Pierre;671;1070
1215;BELL Daniel;672;1071
1216;GRIGNON Michel;673;1072
1217;NULL;14;NULL
1218;NULL;14;NULL
1219;LENOIR René;674;1075
1220;VAUDOUR-FAGUET Bernard;675;1076
1221;GARCIN Thierry;676;1077
1222;NULL;14;NULL
1223;MARTIN Jean-Marie;677;1079
1224;LUSSATO Bruno;678;1080
1225;BONNAFÉ Dominique;589;1081
1226;ROBIN Jacques;356;1082
1227;NULL;14;NULL
1228;NULL;14;NULL
1229;RIBOUD Antoine;679;1085
1230;BELLOY Valérie de;631;1086
1231;CHARPY Christian;610;1086
1232;GAULT Michel;680;1087
1233;DUMONT René;681;1088
1234;HATEM Fabrice;656;1089
1235;PASSERON Hervé;682;1089
1236;ANTOINE Jacques;495;1090
1237;Bourcier de Carbon Philippe;683;1091
1238;NULL;14;NULL
1239;NULL;14;NULL
1240;SCHMÉDER Geneviève;684;1094
1241;BAQUIAST Jean-Paul;685;1095
1242;GUITTON Henri;686;1096
1243;RAGU Denise;687;1097
1244;SCHNEIDER Bertrand;688;1098
1245;NULL;14;NULL
1246;NULL;14;NULL
1247;FUTURIBLES INTERNATIONAL;45;1101
1248;MAHONEY Thomas H.D.;689;1102
1249;JONES James R.;690;1103
1250;DESCHAMPS Louis;691;1104
1251;ELMANDJRA Mahdi;238;1105
1252;NULL;14;NULL
1253;NULL;14;NULL
1254;NULL;14;NULL
1255;KLEBANER Patrick;692;1109
1256;MARTIN Gérard;435;1109
1257;OFFREDI Claudine;693;1109
1258;GRELL Paul;694;1110
1259;BROUCKER Patrice de;695;1111
1260;CAMPBELL John;696;1112
1261;Barde Jean-Philippe;173;1113
1262;TÉNIERE-BUCHOT Pierre-Frédéric;37;1113
1263;GAHR STORE Jonas;697;1114
1264;NULL;14;NULL
1265;NULL;14;NULL
1266;VENTURINI Patrick;467;1117
1267;BOITEUX Marcel;590;1118
1268;REUTER Edzard;698;1119
1269;HERZOG Colette;699;1120
1270;UNAL Deniz;700;1120
1271;NULL;14;NULL
1272;ROBIN Jacques;356;1122
1273;JAPON ÉCONOMIE;701;1123
1274;NULL;14;NULL
1275;NULL;14;NULL
1276;NULL;14;NULL
1277;EUZÉBY Alain;559;1127
1278;CHASSARD Yves;702;1128
1279;CONCIALDI Pierre;703;1128
1280;GASPARD Michel;576;1129
1281;GODET Michel;142;1130
1282;LATTRE Anne de;704;1131
1283;NULL;14;NULL
1284;NULL;14;NULL
1285;GADREY Jean;705;1134
1286;CERTAINES Jacques de;706;1135
1287;GAUDIN Thierry;159;1136
1288;GODET Michel;142;1137
1289;RONOT Xavier;707;1137
1290;MERLIN Albert;708;1138
1291;NULL;14;NULL
1292;NULL;14;NULL
1293;NULL;14;NULL
1294;BERNARD Jean;709;1142
1295;ARRHENIUS Svante;710;1143
1296;PARKER Édouard;711;1144
1297;DRANCOURT Michel;596;1145
1298;PASSET René;280;1146
1299;MITTERRAND François;712;1147
1300;AZNAR Guy;327;1148
1301;NULL;14;NULL
1302;NULL;14;NULL
1303;NULL;14;NULL
1304;NULL;14;NULL
1305;NULL;14;NULL
1306;HUBERT Patrick;713;1154
1307;JACQUARD Albert;93;1155
1308;NULL;14;NULL
1309;NULL;14;NULL
1310;FONTELA Emilio;7;1158
1311;FOURASTIÉ Jacqueline;714;1159
1312;FOURASTIÉ Jean;715;1159
1313;MERLIN Albert;708;1160
1314;JAPON ÉCONOMIE;701;1161
1315;PARIBAS;716;1162
1316;TOULEMON Robert;236;1163
1317;PERCHE Gaston;639;1164
1318;NULL;14;NULL
1319;NULL;14;NULL
1320;ANTOINE Serge;61;1167
1321;CARACA Joao;717;1168
1322;BATTIAU Michel;718;1169
1323;SCHWAB Laurent;389;1170
1324;FAUCHARD Liam;719;1171
1325;FRAGNIÈRE Gabriel;651;1171
1326;RAMADE François;720;1172
1327;NULL;14;NULL
1328;NULL;14;NULL
1329;PETRELLA Riccardo;206;1175
1330;BRAUN Hélène;721;1176
1331;VIGNERON Jacques;722;1177
1332;NULL;14;NULL
1333;RAMAIN Patrice;723;1179
1334;NULL;14;NULL
1335;NULL;14;NULL
1336;LASFARGUE Yves;419;1182
1337;RUELLAN Rolande;724;1183
1338;TOKAI BANK;725;1184
1339;NULL;14;NULL
1340;TAZIEFF Haroun;726;1186
1341;GAULLIER Xavier;727;1187
1342;NULL;14;NULL
1343;NULL;14;NULL
1344;GODET Michel;142;1190
1345;GIGET Marc;728;1191
1346;GIGET Marc;728;1192
1347;DURAND Thomas;556;1193
1348;GODET Michel;142;1194
1349;SÉRIEYX Hervé;555;1195
1350;GODET Michel;142;1196
1351;LESOURNE Jacques;156;1197
1352;NULL;14;NULL
1353;NULL;14;NULL
1354;ELMANDJRA Mahdi;238;1200
1355;KAELBLE Hartmut;729;1201
1356;GABAS Jean-Jacques;730;1202
1357;COREA Gamani;731;1203
1358;NULL;14;NULL
1359;OLLIVIER Bernard;732;1205
1360;NULL;14;NULL
1361;NULL;14;NULL
1362;NULL;14;NULL
1363;EUZÉBY Chantal;501;1209
1364;BRESSON Yoland;733;1210
1365;ORGOGOZO Isabelle;734;1211
1366;BERNARD Jean;709;1212
1367;GODET Michel;142;1213
1368;NULL;14;NULL
1369;NULL;14;NULL
1370;NULL;14;NULL
1371;KLATZMANN Joseph;212;1217
1372;COMOLET Arnaud;659;1218
1373;NULL;14;NULL
1374;NULL;14;NULL
1375;BEN JELLOUN Tahar;735;1221
1376;MURS;736;1222
1377;NULL;14;NULL
1378;NULL;14;NULL
1379;DELORS Jacques;519;1225
1380;DEVELLE Michel;737;1226
1381;LANDIER Hubert;526;1227
1382;PARANT Alain;144;1228
1383;NULL;14;NULL
1384;NULL;14;NULL
1385;BROUCKER Patrice de;695;1231
1386;DRANCOURT Michel;596;1232
1387;NULL;14;NULL
1388;TÉNIERE-BUCHOT Pierre-Frédéric;37;1234
1389;GABARAIN Éléonore;738;1235
1390;NULL;14;NULL
1391;NULL;14;NULL
1392;DINAND Jean-Michel;739;1238
1393;JULIEN Pierre-André;52;1239
1394;VERMOT-DESROCHES Bernard;740;1239
1395;BELLIN Sylvie;741;1240
1396;GIGET Marc;728;1240
1397;VILLAIN Rachel;742;1240
1398;CHAPUY Pierre;743;1241
1399;LOUINEAU Yves;744;1241
1400;MIRENOWICZ Philippe;745;1241
1401;NULL;14;NULL
1402;GODET Michel;142;1243
1403;NULL;14;NULL
1404;NULL;14;NULL
1405;NULL;14;NULL
1406;ROUSSEL Louis;441;1247
1407;VAN PARIJS Philippe;614;1248
1408;BÉNEY Guy;746;1249
1409;MOLINA Stefano;747;1250
1410;NULL;14;NULL
1411;NULL;14;NULL
1412;ROUMANS Guido;748;1253
1413;WATTELAR Christine;749;1253
1414;QUINET Émile;750;1254
1415;REYNAUD Christian;751;1254
1416;TAZIEFF Haroun;726;1255
1417;PARIENTI Raoul;752;1256
1418;FRYBOURG Michel;753;1257
1419;SOULAS Claude;754;1258
1420;BIEBER Alain;755;1259
1421;LASSERRE René;756;1260
1422;NULL;14;NULL
1423;NULL;14;NULL
1424;PARÉ Claude;757;1263
1425;GOUNTIONTOV Pavel;758;1264
1426;MARCHAND Olivier;759;1265
1427;CORNILLEAU Gérard;760;1266
1428;MARIONI Pierre;761;1266
1429;ROGUET Brigitte;762;1266
1430;NULL;14;NULL
1431;NULL;14;NULL
1432;SOWELS Nicolas;763;1269
1433;NULL;14;NULL
1434;NULL;14;NULL
1435;DUTAILLY Jean-Claude;764;1272
1436;ELMANDJRA Mahdi;238;1273
1437;LONE Salim;765;1274
1438;MIZRAHI Andrée;535;1275
1439;MIZRAHI Arié;536;1275
1440;CROSNIER Marie-Agnès;766;1276
1441;GADREY Jean;705;1277
1442;NULL;14;NULL
1443;NULL;14;NULL
1444;NULL;14;NULL
1445;TENZER Nicolas;767;1281
1446;ORFEUIL Jean-Pierre;451;1282
1447;GIARINI Orio;85;1283
1448;NULL;14;NULL
1449;OLLIVIER Bernard;732;1285
1450;NULL;14;NULL
1451;NULL;14;NULL
1452;CALVI Gabriele;768;1288
1453;IWAO Nakatani;769;1289
1454;ARNAUD Gilles;770;1290
1455;LEPRINCE Frédérique;771;1290
1456;NULL;14;NULL
1457;OLLIVIER Bernard;732;1292
1458;NULL;14;NULL
1459;NULL;14;NULL
1460;NULL;14;NULL
1461;WATANABE Toshio;772;1296
1462;SCHWAB Laurent;389;1297
1463;PAÏTRA Jacques;221;1298
1464;SEIBEL Claude;773;1299
1465;BONNET Marc;774;1300
1466;WEILL Michel;775;1300
1467;LOINGER Guy ;776;1301
1468;NULL;14;NULL
1469;NULL;14;NULL
1470;MOREAU DEFARGES Philippe ;;
;777;1304;
1471;MÉRAUD Jacques;778;1305
1472;LECOMTE Jacques;779;1306
1473;MOREL Bernard;780;1307
1474;ZIMMERMANN Jean-Benoît;781;1307
1475;GAUDEMAR Jean-Paul de;782;1308
1476;NULL;14;NULL
1477;NULL;14;NULL
1478;NULL;14;NULL
1479;GENTRIC Bernard;783;1312
1480;Leclerc Patrice;784;1312
1481;DOMENACH Jean-Luc;785;1313
1482;NULL;14;NULL
1483;HATEM Fabrice;656;1315
1484;DRANCOURT Michel;596;1316
1485;NULL;14;NULL
1486;NULL;14;NULL
1487;ROUSSEL Louis;441;1319
1488;SULLEROT Évelyne;207;1320
1489;PRESSAT Roland;786;1321
1490;LERIDON Henri;787;1322
1491;NAOURI Aldo;788;1323
1492;TANAKA Kazuto;789;1324
1493;COMMAILLE Jacques;790;1325
1494;NULL;14;NULL
1495;NULL;14;NULL
1496;BÉLORGEY Jean-Michel;791;1328
1497;BERQUE Jacques;792;1329
1498;ELMANDJRA Mahdi;238;1330
1499;PISANI Edgard;499;1331
1500;NULL;14;NULL
1501;LEBEAU André;277;1333
1502;ROCHAS Michel;793;1333
1503;OLLIVIER Bernard;732;1334
1504;SERVOISE René;794;1335
1505;NULL;14;NULL
1506;NULL;14;NULL
1507;DANY Françoise;795;1338
1508;LIVIAN Yves-Frédéric;796;1338
1509;MASSICOTTE Guy;797;1339
1510;TÉNIERE-BUCHOT Pierre-Frédéric;37;1340
1511;BARRAQUÉ Bernard;798;1341
1512;LÉGARÉ Jacques;628;1342
1513;MIZRAHI Andrée;535;1343
1514;MIZRAHI Arié;536;1343
1515;COLVEZ Alain;534;1344
1516;ROBINE Jean-Marie;799;1344
1517;NULL;14;NULL
1518;NULL;14;NULL
1519;GERSHUNY Jonathan;582;1347
1520;MARCHETTI Cesare;203;1348
1521;GODET Michel;142;1349
1522;OLLIVIER Bernard;732;1350
1523;DEIMEZIS Nikitas;800;1351
1524;GIRAUD Pierre-Noël;608;1352
1525;GHORRA-GOBIN Cynthia;801;1353
1526;NULL;14;NULL
1527;NULL;14;NULL
1528;NULL;14;NULL
1529;BÉRIOT Louis;802;1357
1530;NULL;14;NULL
1531;COMOLET Arnaud;659;1359
1532;PESSIS-PASTERNAK Guitta;803;1360
1533;NULL;14;NULL
1534;NULL;14;NULL
1535;CHESNAIS Jean-Claude;804;1363
1536;AZNAR Guy;327;1364
1537;NULL;14;NULL
1538;CHARTIER Philippe;199;1366
1539;ZALESKI Eugène;805;1367
1540;NULL;14;NULL
1541;NULL;14;NULL
1542;RALPH MacNULTY Christine A.;806;1370
1543;CHRISTIE Ian;807;1371
1544;FOURASTIÉ Jacqueline;714;1372
1545;GODET Michel;142;1373
1546;NULL;14;NULL
1547;PIORUNSKI Richard;808;1375
1548;HATEM Fabrice;656;1376
1549;Malpede Diana;809;1376
1550;NULL;14;NULL
1551;NULL;14;NULL
1552;COMMISSION DES COMMUNAUTÉS EUROPÉENNES;204;1379
1553;NULL;14;NULL
1554;FOUQUIN Michel;810;1381
1555;ANTOINE Serge;61;1382
1556;LEGENDRE Bernard;811;1383
1557;NULL;14;NULL
1558;NULL;14;NULL
1559;NULL;14;NULL
1560;NULL;14;NULL
1561;LESOURNE Jacques;156;1388
1562;BOLLE DE BAL Marcel;812;1389
1563;MABILLE Xavier;813;1390
1564;LUTZ Christian;814;1391
1565;ÉCALLE François;630;1392
1566;NULL;14;NULL
1567;NULL;14;NULL
1568;JOUVENEL Hugues (de);180;1395
1569;MERQUIOR José Guilherme;815;1396
1570;JAGUARIBE Hélio;816;1397
1571;VASCONCELOS Luis;817;1398
1572;BOUYER Jacques;818;1399
1573;LORENTZ Francis;819;1400
1574;HUMBERT Marc;820;1401
1575;NULL;14;NULL
1576;NULL;14;NULL
1577;VINCENT Brigitte;821;1404
1578;SCARDIGLI Victor;95;1405
1579;ARELLANO Rolando;822;1406
1580;GASSE Yvon;823;1406
1581;VERNA Gérard;824;1406
1582;HATEM Fabrice;656;1407
1583;Malpede Diana;809;1407
1584;BÉRIOT Louis;802;1408
1585;NULL;14;NULL
1586;NULL;14;NULL
1587;DELCOURT Jacques;825;1411
1588;NULL;14;NULL
1589;TADDEI Dominique;826;1413
1590;NULL;14;NULL
1591;SÉGUÉLA Jacques;827;1415
1592;BOULIN Jean-Yves;828;1416
1593;PÉTRIAT Jean-Louis;829;1417
1594;BOULIN Jean-Yves;828;1418
1595;NULL;14;NULL
1596;NULL;14;NULL
1597;JOUVENEL Hugues (de);180;1421
1598;NULL;14;NULL
1599;MARCHAND Olivier;759;1423
1600;MARCHAND Olivier;759;1424
1601;BOULIN Jean-Yves;828;1425
1602;ANXO Dominique;830;1426
1603;PLASMAN Robert;831;1427
1604;BOSCH Gerhard;832;1428
1605;BLYTON Paul;833;1429
1606;HIPPO Yasuyuki;834;1430
1607;ROSENBERG Sam;835;1431
1608;TREMBLAY Diane Gabrielle;836;1432
1609;SAVOINI Carlo;837;1433
1610;NULL;14;NULL
1611;LALLEMENT Michel;838;1435
1612;TADDEI Dominique;826;1436
1613;GERSHUNY Jonathan;582;1437
1614;DUMAZEDIER Joffre;839;1438
1615;BOULIN Jean-Yves;828;1439
1616;NULL;14;NULL
1617;NULL;14;NULL
1618;KAYSER Bernard;840;1442
1619;Malpede Diana;809;1443
1620;NULL;14;NULL
1621;GRAS Alain;607;1445
1622;MAIGNAN Georges;841;1446
1623;VALLAT François;842;1447
1624;SCARDIGLI Victor;95;1448
1625;VILLIERS Jacques;843;1449
1626;NULL;14;NULL
1627;NULL;14;NULL
1628;BERTRAND Olivier;844;1452
1629;SAINT-GEOURS Jean;76;1453
1630;MAÏSSEU André;510;1454
1631;NULL;14;NULL
1632;OLLIVIER Bernard;732;1456
1633;EMMERIJ Louis;845;1457
1634;FEUER Guy;846;1458
1635;FOSSI Giulio;847;1458
1636;HUGON Philippe;848;1458
1637;FOSSI Giulio;847;1459
1638;NULL;14;NULL
1639;NULL;14;NULL
1640;HATEM Fabrice;656;1462
1641;NULL;14;NULL
1642;WALL Tim;849;1464
1643;CHAMOUX Jean-Pierre;282;1465
1644;NULL;14;NULL
1645;NULL;14;NULL
1646;BARBER Benjamin R.;850;1468
1647;SAINTENY Guillaume;851;1469
1648;STÉFANICA Jean-Grégoire;852;1470
1649;REDAY-MULVEY Geneviève;853;1471
1650;NULL;14;NULL
1651;SAINT-GEOURS Jean;76;1473
1652;OLLIVIER Bernard;732;1474
1653;NULL;14;NULL
1654;NULL;14;NULL
1655;POSTEL-VINAY André;854;1477
1656;PARANT Alain;144;1478
1657;NULL;14;NULL
1658;SAINT-GEOURS Jean;76;1480
1659;MERLIN Albert;708;1481
1660;EUZÉBY Alain;559;1482
1661;NULL;14;NULL
1662;NULL;14;NULL
1663;NULL;14;NULL
1664;POSTEL-VINAY André;854;1486
1665;TOULEMON Robert;236;1487
1666;GIRI Jacques;855;1488
1667;GODET Michel;142;1489
1668;GUILLEMIN Claude;23;1490
1669;TOULEMON Robert;236;1491
1670;DELCOURT Jacques;825;1492
1671;NULL;14;NULL
1672;NULL;14;NULL
1673;MICHEL Alain;856;1495
1674;GODET Michel;142;1496
1675;DRANCOURT Michel;596;1497
1676;BRUNHES Bernard;857;1498
1677;MICHEL Alain;856;1499
1678;POSTEL-VINAY André;854;1500
1679;NULL;14;NULL
1680;NULL;14;NULL
1681;JOUVENEL Hugues (de);180;1503
1682;BARTHÉLÉMY Jacques;858;1504
1683;CETTE Gilbert;859;1504
1684;COMBIER Jérôme;860;1504
